Cidade,Estado,Longitude,Latitude 
Leopoldina,MG,-21.532223000000002,-42.643333
Leopoldo de Bulhões,GO,-16.619047899999998,-48.742754999999995
Leópolis,PR,-23.081781,-50.751084999999996
Liberato Salzano,RS,-27.600959000000003,-53.07533000000001
Liberdade,MG,0.0,0.0
Licínio de Almeida,BA,-14.684215,-42.509527
Lidianópolis,PR,-24.10997,-51.650628999999995
Lima Campos,MA,0.0,0.0
Lima Duarte,MG,-21.842776999999998,-43.792777
Limeira,SP,-22.5647,-47.4018
Limeira do Oeste,MG,-19.551389,-50.580556
Limoeiro,PE,0.0,0.0
Limoeiro de Anadia,AL,-9.740983,-36.512097
Limoeiro do Ajuru,PA,-1.898498,-49.39030800000001
Limoeiro do Norte,CE,-5.143921,-38.084693
Lindoeste,PR,-25.259616,-53.573298
Lindolfo Collor,RS,-29.585906,-51.214112
Lindóia,SP,-22.523056,-46.65
Lindóia do Sul,SC,-27.054471999999997,-52.068954999999995
Linha Nova,RS,-29.467928999999998,-51.200297
Linhares,ES,-19.3983,-40.0654
Lins,SP,-21.6740196,-49.74903
Livramento,PB,0.0,0.0
Livramento de Nossa Senhora,BA,-13.636868,-41.843187
Lizarda,TO,-9.590022,-46.673813
Loanda,PR,-22.923194,-53.13621600000001
Lobato,PR,0.0,0.0
Logradouro,PB,0.0,0.0
Londrina,PR,-23.3121,-51.1578
Lontra,MG,-15.903610999999998,-44.305556
Lontras,SC,-27.1680321,-49.5418594
Lorena,SP,-22.7367652,-45.1070876
Loreto,MA,0.0,0.0
Lourdes,SP,0.0,0.0
Louveira,SP,-23.086389999999998,-46.950559999999996
Lucas do Rio Verde,MT,-13.058796000000001,-55.90420200000001
Lucena,PB,-6.902578,-34.874769
Lucianópolis,SP,-22.429418,-49.522002
Luciara,MT,0.0,0.0
Lucrécia,RN,-6.100675,-37.824087
Lucélia,SP,-21.718203,-51.021511
Luisburgo,MG,-20.4394,-42.1025
Luislândia,MG,-16.1175,-44.5886
Luiz Alves,SC,-26.715135999999998,-48.93224
Luiziana,PR,-24.285284,-52.269022
Luiziânia,SP,-21.673748,-50.329438
Luminárias,MG,-21.511111,-44.903333
Lunardelli,PR,-24.082055,-51.736783
Lupionópolis,PR,-22.754987,-51.660084999999995
Lupércio,SP,-22.41459,-49.818019
Lutécia,SP,-22.338378,-50.394007
Luz,MG,-19.801111,-45.685555
Luzerna,SC,-27.130363,-51.468221
Luzilândia,PI,-3.4612904,-42.3703636
Luzinópolis,TO,-6.177935,-47.858155
Luziânia,GO,-16.253393900000006,-47.949226700000004
Luís Antônio,SP,-21.550625,-47.700838
Luís Correia,PI,-2.8843799999999997,-41.664142
Luís Domingues,MA,-1.3284412,-45.8975062
Luís Eduardo Magalhães,BA,0.0,0.0
Luís Gomes,RN,-6.405883,-38.389865
Lábrea,AM,-7.261368300000001,-64.7924505
Macajuba,BA,-12.132592,-40.357058
Macambira,SE,-10.666,-37.5399
Macaparana,PE,-7.555638,-35.44246
Macapá,AP,0.045632099999999995,-51.06327320000001
Macarani,BA,-15.564563,-40.420888
Macatuba,SP,-22.500220000000002,-48.710229
Macau,RN,-5.112818099999998,-36.6357308
Macaubal,SP,-20.802153,-49.968732
Macaé,RJ,-22.371295800000002,-41.78669220000001
Macaíba,RN,-5.852295,-35.355184
Macaúbas,BA,-13.018601,-42.694515
Macedônia,SP,-20.144375,-50.197269
Maceió,AL,-9.647684300000002,-35.73392639999999
Machacalis,MG,0.0,0.0
Machadinho,RS,-27.566669,-51.666805
Machadinho D'Oeste,RO,0.0,0.0
Machado,MG,-21.666389000000002,-45.921110999999996
Machados,PE,-7.6882740000000025,-35.511376
Macieira,SC,-26.855232,-51.370509999999996
Macuco,RJ,-21.984424399999998,-42.2527236
Macururé,BA,-9.162258,-39.05178400000001
Madalena,CE,-4.846012,-39.572542
Madeiro,PI,-3.486245,-42.498072
Madre de Deus,BA,0.0,0.0
Madre de Deus de Minas,MG,-21.482223,-44.329723
Maetinga,BA,-14.662335,-41.49146
Mafra,SC,-26.12092,-49.7897
Magalhães Barata,PA,-0.803391,-47.601445
Magalhães de Almeida,MA,-3.392319,-42.211743
Magda,SP,-20.644497,-50.230542
Magé,RJ,-22.6604221,-43.0426162
Maiquinique,BA,-15.623985000000001,-40.258722
Mairi,BA,-11.710704,-40.143732
Mairinque,SP,0.0,0.0
Mairipotaba,GO,-17.2975379,-49.4898191
Major Gercino,SC,-27.419235999999998,-48.94878
Major Isidoro,AL,-9.530086,-36.992005999999996
Major Sales,RN,-6.399484999999999,-38.324019
Major Vieira,SC,-26.370901,-50.326592
Malacacheta,MG,-17.843055,-42.077778
Malhada,BA,0.0,0.0
Malhada de Pedras,BA,-14.384673000000001,-41.88422
Malhada dos Bois,SE,-10.352874,-36.9373691
Malhador,SE,-10.664926,-37.300437
Mallet,PR,-25.880588,-50.817346
Malta,PB,-6.8971899999999975,-37.522067
Mamanguape,PB,-6.833697999999999,-35.121316
Mambaí,GO,-14.4822909,-46.11649110000001
Mamborê,PR,-24.316951,-52.52711899999999
Mamonas,MG,-15.05,-42.949444
Mampituba,RS,-29.213628000000003,-49.931105
Manacapuru,AM,-3.3000513999999996,-60.62074250000001
Manaquiri,AM,-3.440784,-60.461239
Manari,PE,-8.964901,-37.631298
Manaus,AM,-3.1331054839999997,-59.98563539999999
Manaíra,PB,-7.7033130000000005,-38.152291999999996
Mandaguari,PR,-23.5248697,-51.6725725
Mandaguaçu,PR,-23.345766,-52.094369
Mandirituba,PR,-25.777036,-49.328225
Manduri,SP,-23.005569,-49.320164
Manfrinópolis,PR,-26.147968,-53.315256999999995
Manga,MG,-14.755832999999999,-43.932778000000006
Mangaratiba,RJ,-22.9600193,-44.041109999999996
Mangueirinha,PR,-25.942102,-52.174275
Manhuaçu,MG,-20.257778,-42.033333
Manhumirim,MG,-20.3575,-41.95777800000001
Manicoré,AM,-5.804618,-61.289483
Manoel Emídio,PI,-8.01234,-43.87549
Manoel Ribas,PR,-24.514363,-51.665822
Manoel Urbano,AC,-8.838942800000002,-69.26012920000001
Manoel Viana,RS,-29.585935,-55.484111999999996
Manoel Vitorino,BA,-14.147617000000002,-40.239895000000004
Mansidão,BA,-10.722707000000002,-44.042798
Mantena,MG,-18.781111,-40.98027800000001
Mantenópolis,ES,-18.865,-41.1208
Maquiné,RS,-29.67983,-50.207859
Mar Vermelho,AL,-9.447393,-36.388076
Mar de Espanha,MG,-21.866945,-43.01
Mara Rosa,GO,-14.014815900000002,-49.1776521
Marabá,PA,0.0,0.0
Marabá Paulista,SP,-22.106766,-51.96167
Maracaju,MS,-21.610544,-55.167763
Maracajá,SC,-28.846337,-49.460546
Maracanaú,CE,-3.8778904,-38.6247934
Maracanã,PA,0.0,0.0
Maracaçumé,MA,-2.0491770000000002,-45.958734
Maracaí,SP,-22.614921,-50.671288
Maracás,BA,-13.435468,-40.432333
Maragogi,AL,-9.007442999999999,-35.226692
Maragogipe,BA,-12.776019999999999,-38.917519
Maraial,PE,-8.790624000000001,-35.82663
Marajá do Sena,MA,-4.628062,-45.453115999999994
Maranguape,CE,-3.8915,-38.6831
Maranhãozinho,MA,-2.2428374,-45.860500200000004
Marapanim,PA,-0.710852,-47.69656079999999
Marapoama,SP,-21.258719,-49.129968
Marataízes,ES,-21.0469,-40.8305
Maratá,RS,-29.5491523,-51.5554022
Marau,RS,-28.449346600000002,-52.2001941
Maravilha,SC,-26.766529,-53.173699
Maravilha,AL,0.0,0.0
Maravilhas,MG,-19.515278,-44.676389
Maraã,AM,-1.853129,-65.57299499999999
Maraú,BA,-14.103549,-39.013656
Marcação,PB,-6.76535,-35.008661
Marcelino Ramos,RS,-27.467622,-51.909503
Marcelino Vieira,RN,-6.2845949999999995,-38.164162
Marcelândia,MT,-11.046259,-54.43768100000001
Marcionílio Souza,BA,-13.006437,-40.529457
Marco,CE,-3.128501,-40.15824
Marcolândia,PI,-7.4416910000000005,-40.660179
Marcos Parente,PI,-7.115649,-43.892602000000004
Marechal Cândido Rondon,PR,-24.557472399999998,-54.0581456
Marechal Deodoro,AL,-9.709715,-35.896731
Marechal Floriano,ES,-20.4178,-40.6823
Marechal Thaumaturgo,AC,-8.9407511,-72.79151
Marema,SC,-26.802360999999998,-52.626445
Mari,PB,-7.059424000000001,-35.318044
Maria Helena,PR,-23.61575400000001,-53.205332999999996
Maria da Fé,MG,-22.308056,-45.375556
Marialva,PR,-23.484316,-51.792802
Mariana,MG,-20.378056,-43.416111
Mariana Pimentel,RS,-30.353047999999998,-51.580307
Mariano Moro,RS,-27.356753,-52.146661
Marianópolis do Tocantins,TO,-9.793768,-49.65526
Maribondo,AL,-9.583528,-36.304488
Maricá,RJ,-22.9190616,-42.8191271
Marilac,MG,-18.5075,-42.080278
Marilena,PR,-22.733552,-53.040239
Mariluz,PR,-24.008888,-53.143242
Marilândia,ES,-19.4118,-40.5444
Marilândia do Sul,PR,-23.742534,-51.313736999999996
Maringá,PR,0.0,0.0
Marinópolis,SP,-20.4389,-50.825384
Maripá,PR,-24.419978,-53.82864100000001
Maripá de Minas,MG,-21.6975,-42.959167
Marituba,PA,-1.3595803999999998,-48.3366477
Marizópolis,PB,-6.827478999999999,-38.35283
Mariápolis,SP,-21.795920000000002,-51.182434
Mariópolis,PR,-26.351072,-52.549735999999996
Marliéria,MG,-19.711667000000002,-42.732778
Marmeleiro,PR,0.0,0.0
Marmelópolis,MG,-22.448889,-45.165278
Marques de Souza,RS,-29.331113000000002,-52.097268
Marquinho,PR,-25112.0,-52.249676
Martinho Campos,MG,-19.331945,-45.236666
Martins,RN,-6.08279,-37.907973
Martins Soares,MG,-20.2567,-41.8769
Martinópole,CE,-3.225198,-40.689581
Martinópolis,SP,-22.146152999999998,-51.170949
Maruim,SE,-10.7330972,-37.0952976
Marumbi,PR,-23.705764000000002,-51.640374
Marzagão,GO,-17.982977899999995,-48.6415191
Marília,SP,-22.217108,-49.95006
Mascote,BA,-15.554159,-39.301602
Massapê,CE,-3.5236449999999997,-40.342271000000004
Massapê do Piauí,PI,-7.4746869999999985,-41.110323
Massaranduba,SC,-26.610868,-49.005351
Massaranduba,PB,0.0,0.0
Mata,RS,-29.564892999999998,-54.464105
Mata Grande,AL,-9.118243,-37.732298
Mata Roma,MA,-3.6203540000000003,-43.111204
Mata Verde,MG,0.0,0.0
Mata de São João,BA,-12.530685,-38.300898
Mataraca,PB,-6.59673,-35.05308
Mateiros,TO,-10.546379,-46.416758
Matelândia,PR,-25.249571,-53.993492
Materlândia,MG,-18.473889,-43.06
Mateus Leme,MG,-19.986666,-44.428056
Mathias Lobato,MG,-18.590035,-41.916564
Matias Barbosa,MG,-21.8691643,-43.3180624
Matias Cardoso,MG,-14.855278,-43.920834
Matias Olímpio,PI,-3.714917,-42.550653999999994
Matina,BA,-13.910917000000001,-42.843914
Matinha,MA,-3.098487,-45.035016
Matinhas,PB,-7.1123460000000005,-35.757382
Matinhos,PR,-25.823655,-48.549012
Matipó,MG,-20.283889000000002,-42.340833
Mato Castelhano,RS,-28.278272899999997,-52.1948111
Mato Grosso,PB,0.0,0.0
Mato Leitão,RS,-29.528474,-52.127759999999995
Mato Queimado,RS,-28.257821999999997,-54.61709000000001
Mato Rico,PR,-24.699538,-52.14544
Mato Verde,MG,-15.397222,-42.865833
Matos Costa,SC,-26.4732724,-51.1486021
Matozinhos,MG,-19.557778,-44.081666999999996
Matrinchã,GO,-15.4341709,-50.7456441
Matriz de Camaragibe,AL,-9.154373,-35.524302
Matupá,MT,-10.182065,-54.94667
Maturéia,PB,-7.261878999999999,-37.350992
Matutina,MG,-19.2225,-45.96833400000001
Matão,SP,-21.6025153,-48.3639753
Matões,MA,-5.513591,-43.201758
Matões do Norte,MA,-3.624404,-44.546772
Maurilândia,GO,-17.971858899999994,-50.3388361
Maurilândia do Tocantins,TO,-5.951688,-47.512492
Mauriti,CE,-7.385974000000001,-38.770786
Mauá,SP,0.0,0.0
Mauá da Serra,PR,-23.898761,-51.227732
Maués,AM,-3.3838381,-57.7186814
Maxaranguape,RN,-5.5218089999999975,-35.263082
Maximiliano de Almeida,RS,-27.632518,-51.802049
Mazagão,AP,-0.11499970000000001,-51.2890003
Maçambará,RS,-29.144484999999996,-56.067443999999995
Medeiros,MG,-19.994722,-46.221667
Medeiros Neto,BA,-17.370676,-40.223776
Medianeira,PR,0.0,0.0
Medicilândia,PA,-3.446375,-52.887480000000004
Medina,MG,-16.223334,-41475.0
Meleiro,SC,-28.82443300000001,-49.637821
Melgaço,PA,0.0,0.0
Mendes,RJ,-22.5268469,-43.7331075
Mendes Pimentel,MG,-18.661111,-41.404444
Mendonça,SP,0.0,0.0
Mercedes,PR,-24.453791,-54.161826
Mercês,MG,-21.193889000000002,-43.341389
Meridiano,SP,-20.357874,-50.181055
Meruoca,CE,-3.5397410000000002,-40.453106
Mesquita,MG,0.0,0.0
Mesquita,RJ,-22.7831,-43.4292
Messias,AL,-9.393842999999999,-35.839182
Messias Targino,RN,-6.0777717,-37.5124188
Mesópolis,SP,-19.968351000000002,-50.632641
Miguel Alves,PI,-4.168575,-42.896301
Miguel Calmon,BA,-11.429891,-40.603084
Miguel Leão,PI,-5.68077,-42.743594
Miguel Pereira,RJ,-22.453941699999998,-43.469197799999996
Miguelópolis,SP,-20.179612,-48.030997
Milagres,BA,0.0,0.0
Milagres,CE,0.0,0.0
Milagres do Maranhão,MA,-3.5744290000000003,-42.613121
Milhã,CE,-5.672525,-39.187483
Milton Brandão,PI,-4.682946,-41.417343
Mimoso de Goiás,GO,-15.051488899999999,-48.1611491
Mimoso do Sul,ES,-21.067,-41.3696
Minador do Negrão,AL,-9.312358,-36.869553
Minas Novas,MG,-17215.0,-42.592729999999996
Minas do Leão,RS,-30.13457600000001,-52.042257
Minaçu,GO,-13.530412900000002,-48.22058
Minduri,MG,-21.681667,-44.603611
Mineiros,GO,-17.565387899999998,-52.5536721
Mineiros do Tietê,SP,-22.412007,-48.450998
Ministro Andreazza,RO,-11.074752,-61.517343000000004
Mira Estrela,SP,-19.978925,-50.139039000000004
Mirabela,MG,-16.262778,-44.164444
Miracatu,SP,-24.27663900000001,-47.46245800000001
Miracema,RJ,-21.412136399999998,-42.19741079999999
Miracema do Tocantins,TO,-9.565555999999999,-48.39298
Mirador,MA,0.0,0.0
Mirador,PR,0.0,0.0
Miradouro,MG,-20.890276999999998,-42.3425
Miraguaí,RS,-27.49697,-53.689078
Miranda,MS,0.0,0.0
Miranda do Norte,MA,-3.563129,-44.581449
Mirandiba,PE,-8.121131,-38.738841
Mirandópolis,SP,0.0,0.0
Mirangaba,BA,-10.960983,-40.573996
Miranorte,TO,-9.529067999999999,-48.592222
Mirante,BA,-14.238469,-40.771799
Mirante da Serra,RO,-11.028967,-62.669593000000006
Mirante do Paranapanema,SP,-22.290426999999998,-51.90835
Miraselva,PR,-22.965663,-51.484606
Mirassol,SP,-20.816548,-49.51191220000001
Mirassol D'Oeste,MT,0.0,0.0
Mirassolândia,SP,-20.6147204,-49.462817
Miravânia,MG,0.0,0.0
Miraí,MG,-21.194722,-42.61277800000001
Miraíma,CE,-3.5686739999999997,-39.966266999999995
Mirim Doce,SC,-27.197002,-50.078623
Mirinzal,MA,0.0,0.0
Missal,PR,-25.091855,-54.247664
Missão Velha,CE,-7.235219,-39.14304600000001
Mocajuba,PA,-2.583098,-49.504224
Mococa,SP,-21.464731,-47.002404999999996
Modelo,SC,-26.772924,-53.039956000000004
Moeda,MG,-20.333056,-44.0525
Moema,MG,0.0,0.0
Mogeiro,PB,-7.2851690000000024,-35.483182
Mogi Guaçu,SP,-22.372222,-46.9425
Mogi das Cruzes,SP,-23.5241172,-46.1909469
Moiporá,GO,-16.5433739,-50.739040100000004
Moita Bonita,SE,-10.5856688,-37.3544779
Moji Mirim,SP,0.0,0.0
Moju,PA,-1.8899259999999998,-48.766765
Mombaça,CE,-5.738442,-39.630009
Mombuca,SP,-22.928541,-47.558957
Mondaí,SC,-27.100785,-53.403177
Mongaguá,SP,-24.080901,-46.626526
Monjolos,MG,-18.325556,-44.118889
Monsenhor Gil,PI,-5.561999,-42.607493
Monsenhor Hipólito,PI,-6.992754,-41.026003
Monsenhor Paulo,MG,-21.757778,-45.541111
Monsenhor Tabosa,CE,-4.791022,-40.064637
Montadas,PB,-7.111567,-35.908198
Montalvânia,MG,-14.422778,-44.365556
Montanha,ES,-18.1251,-40.3623
Montanhas,RN,-6.485217,-35.28415800000001
Montauri,RS,-28.646161,-52.076728
Monte Alegre,PA,0.0,0.0
Monte Alegre,RN,0.0,0.0
Monte Alegre de Goiás,GO,-13.2552059,-46.892813000000004
Monte Alegre de Minas,MG,-18.870278,-48.880556
Monte Alegre de Sergipe,SE,-10.025574,-37.561605
Monte Alegre do Piauí,PI,-9.753638,-45.303734999999996
Monte Alegre do Sul,SP,-22.681699,-46.68098
Monte Alegre dos Campos,RS,-28.680495,-50.783384999999996
Monte Alto,SP,-21.265545,-48.497066
Monte Aprazível,SP,-20.768015,-49.71842
Monte Azul,MG,-15.151667000000002,-42.874445
Monte Azul Paulista,SP,-20.906489999999998,-48.638717
Monte Belo,MG,0.0,0.0
Monte Belo do Sul,RS,-29.1639287,-51.6340334
Monte Carlo,SC,-27.223916,-50.980785
Monte Carmelo,MG,-18.725278,-47.498611
Monte Castelo,SC,-26.460989,-50.232724
Monte Castelo,SP,0.0,0.0
Monte Formoso,MG,-16865.0,-41.2544
Monte Horebe,PB,-7.204024,-38.583762
Monte Mor,SP,-22.945043,-47.312182
Monte Negro,RO,-10.284498,-63.327628000000004
Monte Santo,BA,-10.437413000000001,-39.33207700000001
Monte Santo de Minas,MG,-21.189722,-46.98
Monte Santo do Tocantins,TO,-10.00747,-48.99408
Monte Sião,MG,-22.432778,-46.572778
Monte das Gameleiras,RN,-6.43698,-35.783133
Monte do Carmo,TO,-10.761054,-48.111426
Monteiro,PB,-7.883626,-37.118419
Monteiro Lobato,SP,-22.953884600000002,-45.8373282
Monteirópolis,AL,-9.603569,-37.250463
Montenegro,RS,-29.682611199999997,-51.46874543
Montes Altos,MA,-5.830665,-47.067294
Montes Claros,MG,-16735.0,-43.8623
Montes Claros de Goiás,GO,-16.0059459,-51.3978781
Montezuma,MG,-15.171945000000001,-42.498055
Montividiu,GO,-17.443933899999998,-51.172815
Montividiu do Norte,GO,-13.3484709,-48.685316
Monção,MA,-3.4812540000000003,-45.2496
Monções,SP,-20.850949,-50.097537
Morada Nova,CE,-5.09736,-38.370158
Morada Nova de Minas,MG,0.0,0.0
Moraújo,CE,-3.463112,-40.677577
Moreilândia,PE,-7.619314,-39.545999
Moreira Sales,PR,-24.052657,-53.00564
Moreno,PE,0.0,0.0
Mormaço,RS,-28.696814,-52.699916
Morpará,BA,-11.556892,-43.276565999999995
Morretes,PR,-25.4770051,-48.8321911
Morrinhos,CE,0.0,0.0
Morrinhos,GO,-17.7333689,-49.105908
Morrinhos do Sul,RS,-29.357756,-49.932815999999995
Morro Agudo,SP,0.0,0.0
Morro Agudo de Goiás,GO,-15.3184299,-50.0552811
Morro Cabeça no Tempo,PI,-9.718905,-43.907246
Morro Grande,SC,-28.80057,-49.721362
Morro Redondo,RS,-31.594366100000002,-52.6237418
Morro Reuter,RS,-29.538951899999997,-51.0818864
Morro da Fumaça,SC,-28.651117,-49.216937
Morro da Garça,MG,-18.545277,-44.601944
Morro do Chapéu,BA,0.0,0.0
Morro do Chapéu do Piauí,PI,-3.733374,-42.302442
Morro do Pilar,MG,-19.216389000000003,-43.376667
Morros,MA,-2.8537939999999997,-44.035678000000004
Mortugaba,BA,-15.022454000000002,-42.372663
Morungaba,SP,-22.88,-46.79167
Mossoró,RN,-5.183737000000002,-37.34744600000001
Mossâmedes,GO,-16.1239819,-50.213615000000004
Mostardas,RS,-31.10538,-50.916692
Motuca,SP,-21.510286999999998,-48.153764
Mozarlândia,GO,-14.7457049,-50.5713211
Muaná,PA,-1.539359,-49.222378000000006
Mucajaí,RO,0.0,0.0
Mucambo,CE,0.0,0.0
Mucugê,BA,-13.0053,-41.370271
Mucuri,BA,0.0,0.0
Mucurici,ES,-18.0803,-40.5648
Muitos Capões,RS,-28.313183000000002,-51.183593
Muliterno,RS,-28.3295989,-51.76824379999999
Mulungu,PB,0.0,0.0
Mulungu,CE,0.0,0.0
Mulungu do Morro,BA,-11.964775999999999,-41.637352
Mundo Novo,MS,-13.7729429,-50.281378000000004
Mundo Novo,GO,-13.7729429,-50.281378000000004
Mundo Novo,BA,0.0,0.0
Munhoz,MG,-22.613056,-46.360556
Munhoz de Melo,PR,-23.14601,-51.773162
Muniz Ferreira,BA,-13.009227000000001,-39.109246999999996
Muniz Freire,ES,-20.4649,-41.4153
Muqui,ES,-20.956,-41.3531
Muquém de São Francisco,BA,-12.063376,-43.543808
Muriaé,MG,-21.130556,-42.366389
Muribeca,SE,-10.4248,-36.9559
Murici,AL,-9.306823,-35.942797999999996
Murici dos Portelas,PI,-3.314658,-42.078891999999996
Muricilândia,TO,-7.1466899999999995,-48.609134999999995
Muritiba,BA,-12.632900999999999,-38.992052
Murutinga do Sul,SP,-20.990803,-51.277389
Mutum,MG,-19.817223000000002,-41.438333
Mutunópolis,GO,-13.730337900000002,-49.2745491
Mutuípe,BA,-13.228381,-39.504366999999995
Muzambinho,MG,-21.3693301,-46.5225552
Muçum,RS,-29.163002000000002,-51.871367
Mário Campos,MG,-20.0511,-44.1858
Mâncio Lima,AC,-7.6137774999999985,-72.8964167
Mãe d'Água,PB,0.0,0.0
Mãe do Rio,PA,-2.0458692,-47.5522076
Nacip Raydan,MG,-18.459444,-42.247777
Nantes,SP,-22.615559,-51.239977
Nanuque,MG,-17.839166,-40.353611
Naque,MG,-19.2271271,-42.3280185
Narandiba,SP,-22.405737,-51.527357
Natal,RN,-5.805397996,-35.20809053
Natalândia,MG,-16.5042,-46.4933
Natividade,TO,-21.0423664,-41.9729411
Natividade,RJ,-21.0423664,-41.9729411
Natividade da Serra,SP,-23.370665,-45.446764
Natuba,PB,-7.635142,-35.558628999999996
Natércia,MG,-22.12,-45.511389
Navegantes,SC,-26.8915778,-48.6484874
Naviraí,MS,-23.063025699999997,-54.20042610000001
Nazareno,MG,-21.216667,-44.611389
Nazarezinho,PB,-6.911401,-38.322032
Nazaré,BA,0.0,0.0
Nazaré,TO,0.0,0.0
Nazaré Paulista,SP,-23.1811175,-46.39500560000001
Nazaré da Mata,PE,-7.741491000000001,-35.219297
Nazaré do Piauí,PI,-6.9702350000000015,-42.677316
Nazária,PI,-5.3480669999999995,-42.813882
Nazário,GO,-16.580768900000002,-49.881671000000004
Nepomuceno,MG,-21.2325,-45.234722
Nerópolis,GO,-16.406981599999998,-49.219438000000004
Neves Paulista,SP,-20.842992000000002,-49.635767
Neópolis,SE,-10.326529699999998,-36.5988529
Nhamundá,AM,-2.191642,-56.715681000000004
Nhandeara,SP,-20.69455,-50.043596
Nicolau Vergueiro,RS,-28.529842,-52.467629
Nilo Peçanha,BA,-13.603992000000002,-39.109111
Nilópolis,RJ,-22.808011399999998,-43.4138222
Nina Rodrigues,MA,-3.4678839999999997,-43.91342
Ninheira,MG,-15.3181,-41.7536
Nioaque,MS,-21.141882,-55.829618
Nipoã,SP,-20.911397,-49.783278
Niquelândia,GO,-14.4648655,-48.4572244
Niterói,RJ,-22.883237100000002,-43.1154552
Nobres,MT,-14.7196233,-56.3351314
Nonoai,RS,-27.368918,-52.775564
Nordestina,BA,0.0,0.0
Normandia,RO,3.8853050000000002,-59.620402
Nortelândia,MT,-14.4523543,-56.8069287
Nossa Senhora Aparecida,SE,-10.3944,-37.4513
Nossa Senhora da Glória,SE,-10.216801,-37.42085150000001
Nossa Senhora das Dores,SE,-10.48536,-37.196284999999996
Nossa Senhora das Graças,PR,-22.912926000000002,-51.797764
Nossa Senhora de Lourdes,SE,-10.077167999999999,-37.061528
Nossa Senhora de Nazaré,PI,-4.6301879999999995,-42.172954
Nossa Senhora do Livramento,MT,-15.772435399999999,-56.3435003
Nossa Senhora do Socorro,SE,-10.8469,-37.1231
Nossa Senhora dos Remédios,PI,-3.975744,-42.618408
Nova Aliança,SP,-21.015649,-49.498642
Nova Aliança do Ivaí,PR,-23.176271,-52.603244
Nova Alvorada,RS,-28.675293,-52.1678929
Nova Alvorada do Sul,MS,-21.4590433,-54.3744476
Nova América,GO,-15.0205889,-49.8952971
Nova América da Colina,PR,-23.330772,-50.716821
Nova Andradina,MS,-22.237970999999998,-53.343715
Nova Araçá,RS,-28.653740999999997,-51.74580200000001
Nova Aurora,GO,-18.0596519,-48.255171999999995
Nova Aurora,PR,-18.0596519,-48.255171999999995
Nova Bandeirantes,MT,-9.808959,-57.864686999999996
Nova Bassano,RS,-28.730407399999997,-51.703468900000004
Nova Belém,MG,0.0,0.0
Nova Boa Vista,RS,-27.9926,-52.978377
Nova Brasilândia,MT,-14.961215,-54.968527
Nova Brasilândia D'Oeste,RO,0.0,0.0
Nova Bréscia,RS,-29.218186,-52.031862
Nova Campina,SP,-24.122367,-48.902179
Nova Canaã,BA,-14.791242,-40.1458
Nova Canaã Paulista,SP,-20.383625,-50.948264
Nova Canaã do Norte,MT,-10.634277,-55.717524
Nova Candelária,RS,-27.61367700000001,-54.107401
Nova Cantu,PR,-24.672324,-52.56607800000001
Nova Castilho,SP,-20.761492,-50.347741
Nova Colinas,MA,-7.122628,-46.260668
Nova Crixás,GO,-14.096010099999999,-50.3378533
Nova Cruz,RN,0.0,0.0
Nova Era,MG,-19.766111,-43.036944
Nova Erechim,SC,-26.898159000000003,-52.906569
Nova Esperança,PR,0.0,0.0
Nova Esperança do Piriá,PA,-2.266925,-46.97315
Nova Esperança do Sudoeste,PR,-25.90607,-53.26524000000001
Nova Esperança do Sul,RS,-29.406643,-54.829302
Nova Europa,SP,-21.77647,-48.570468
Nova Floresta,PB,0.0,0.0
Nova Friburgo,RJ,-22287.0,-42.5307
Nova Fátima,PR,0.0,0.0
Nova Fátima,BA,0.0,0.0
Nova Glória,GO,-15.144957000000002,-49.573713
Nova Granada,SP,0.0,0.0
Nova Guarita,MT,0.0,0.0
Nova Guataporanga,SP,-21.331968,-51.644655
Nova Hartz,RS,-29.580752,-50.905108
Nova Ibiá,BA,-13.811995000000001,-39.618173999999996
Nova Iguaçu,RJ,-22.7592175,-43.45087279999999
Nova Iguaçu de Goiás,GO,-14.2868289,-49.3871911
Nova Independência,SP,-21.102629999999998,-51.490531
Nova Iorque,MA,-6.7304710000000005,-44.047137
Nova Ipixuna,PA,-4.916221,-49.082194
Nova Itaberaba,SC,-26.942805,-52.814076
Nova Itarana,BA,-13.024055,-40.065267
Nova Lacerda,MT,-14.472726000000002,-59.600115
Nova Laranjeiras,PR,-25.30537600000001,-52.544681999999995
Nova Lima,MG,-19985.0,-43.846111
Nova Londrina,PR,-22.763931,-52.98676999999999
Nova Luzitânia,SP,-20.855967,-50.26168300000001
Nova Mamoré,RO,-10.407697,-65.33459599999999
Nova Marilândia,MT,-14.3653436,-56.9709009
Nova Maringá,MT,-13.013614,-57.090768999999995
Nova Monte Verde,MT,-9.999982000000001,-57.526052
Nova Mutum,MT,-13.837389000000002,-56.074316
Nova Módica,MG,-18.437777,-41.5
Nova Nazaré,MT,0.0,0.0
Nova Odessa,SP,-22.783185999999997,-47.294059000000004
Nova Olinda,CE,0.0,0.0
Nova Olinda,PB,0.0,0.0
Nova Olinda,TO,0.0,0.0
Nova Olinda do Maranhão,MA,-2.842272,-45.695274
Nova Olinda do Norte,AM,-3.8926888999999996,-59.0953046
Nova Olímpia,MT,0.0,0.0
Nova Olímpia,PR,0.0,0.0
Nova Palma,RS,-29.470981,-53.468924
Nova Palmeira,PB,-6.671221000000001,-36.422022999999996
Nova Petrópolis,RS,-29.3753478,-51.1115662
